id,username,project_name,original_link_repository,stars,forks,created_at,updated_at,language
98900455,nashville-software-school,csharp-bangazon-site-boilerplate,https://github.com/nashville-software-school/csharp-bangazon-site-boilerplate,2,11,2017-07-31T14:53:44Z,2023-09-22T00:33:41Z,C#
539025481,Luxury-Sapanca,Boilerplate,https://github.com/Luxury-Sapanca/Boilerplate,2,1,2022-09-20T14:15:04Z,2024-08-10T07:08:33Z,C#
219195586,proudmonkey,MvcBoilerPlate,https://github.com/proudmonkey/MvcBoilerPlate,2,4,2019-11-02T18:21:27Z,2025-07-12T06:29:20Z,C#
462588681,Siroro,Starter-Mudblazor,https://github.com/Siroro/Starter-Mudblazor,2,2,2022-02-23T05:04:14Z,2025-04-04T12:34:03Z,C#
715953205,bnayae,Bnaya.Dotnet.Template,https://github.com/bnayae/Bnaya.Dotnet.Template,2,2,2023-11-08T07:04:09Z,2023-11-21T15:40:59Z,C#
777118715,Infinite-Solutions-Intl,MAUI-Starter-Kit,https://github.com/Infinite-Solutions-Intl/MAUI-Starter-Kit,2,1,2024-03-25T08:34:48Z,2025-05-25T05:48:48Z,C#
283912728,balbarak,xamarin-app-template,https://github.com/balbarak/xamarin-app-template,2,2,2020-07-31T01:25:01Z,2024-01-15T12:37:56Z,C#
769845086,shanibpatel,DotNetCoreWebAPI-Boilerplate,https://github.com/shanibpatel/DotNetCoreWebAPI-Boilerplate,2,0,2024-03-10T08:15:31Z,2024-04-05T01:15:50Z,C#
457540826,RTeeen,dotnetMidtermStarter,https://github.com/RTeeen/dotnetMidtermStarter,2,5,2022-02-09T21:53:03Z,2023-10-05T03:48:52Z,C#
286437908,Chillu1,project-template-unity,https://github.com/Chillu1/project-template-unity,2,1,2020-08-10T09:55:46Z,2022-01-02T13:55:28Z,C#
377098827,ilkerogutcu,.Net-Core-5-boilerplate,https://github.com/ilkerogutcu/.Net-Core-5-boilerplate,2,0,2021-06-15T08:56:37Z,2021-12-28T19:10:29Z,C#
631892735,Lualttt,crabgame_template_plugin,https://github.com/Lualttt/crabgame_template_plugin,2,0,2023-04-24T09:28:31Z,2024-04-23T23:10:25Z,C#
393926997,nurulhudaapon,boilerplate-dotenet-mssql,https://github.com/nurulhudaapon/boilerplate-dotenet-mssql,2,0,2021-08-08T10:16:50Z,2023-08-18T20:50:20Z,C#
323974861,citrusunshiu,2d-isometric-boilerplate,https://github.com/citrusunshiu/2d-isometric-boilerplate,2,1,2020-12-23T18:29:17Z,2023-04-07T13:54:59Z,C#
802046695,dscdut,dotnet-boilerplate,https://github.com/dscdut/dotnet-boilerplate,2,0,2024-05-17T12:18:22Z,2025-01-08T11:55:48Z,C#
606699802,jaen003,csharp-ddd-api-skeleton,https://github.com/jaen003/csharp-ddd-api-skeleton,2,1,2023-02-26T09:47:58Z,2024-06-19T04:57:01Z,C#
